"Sector(s):","Total Bilateral Aid To All Sectors","","Flow(s):","ODA","","Donor(s):","All Donors, Total","","Flow Type(s):","Net Disbursements","","Amount:","Current Prices (USD millions)","",
"Cuba","","0.23","0.19","0.04","-0.17","0.44","0.58","0.73","0.74","0.65","1.31","1.82","2.48","3.57","5.19","15.23","19.63","45.66","44.93","47.99","47.9","45.28","27.37","35.1","36.84","35.77","41.99","41.78","48.88","61.26","56.84","51.81","36.93","24.8","43.9","47.12","63.63","57.22","65.4","80.15","59.39","45.07","54.65","62.11","76.54","99.47","90.14","82.21","96.55","125.51","112.56","132.45","87.28","85.76","99.46","261.54","552.73","2677.75"
"Cyprus","","24.09","20.23","15.65","11.16","5.24","6.47","1.63","1.41","0.96","3.74","5.86","5.98","7.3","8.08","21.25","31.15","56.14","95.01","47.61","29.91","52.68","43.81","30.88","18.57","16.82","36.86","34.98","41.32","44.21","40.74","38.43","39.76","26.17","33.8","44.03","21.43","22.58","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Democratic People's Republic of Korea","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","50","..","..","..","..","..","..","5.51","5.43","16.4","9.04","8.31","7.73","8.62","10.59","14.06","5.66","13.48","25.57","88.43","105.26","200.93","73.55","117.89","264.4","131.14","160.85","87.45","55.18","99.58","206.23","65.22","78.83","118.49","97.87","109.1","153.53","131.43","119.65"
"Democratic Republic of the Congo","","82.09","91.16","120.97","111.5","127.02","142.07","93.11","93.8","76.66","83.75","89.36","107.27","121.69","138.92","180.09","258.08","193.12","259.6","315.64","415.36","431.23","392.15","346.47","310.3","300.32","305.36","421.56","673.73","551.73","730.11","895.79","475.28","268.52","177.82","244.81","194.75","166.16","157.88","127.02","135.51","178.44","246.64","1176.17","5417.03","1919.15","1881.8","2197.24","1348.27","1766.9","2362.35","3483.65","5526.46","2846.17","2584.01","2400.02","2599.04","2107.44"
"Djibouti","","..","..","..","..","..","..","6.47","9.75","9.71","10.52","11.83","10.65","13.35","19.48","29.06","34.4","28.13","46.23","104.4","23.18","73.04","64.51","58.82","65.43","102.09","81.39","114.93","105.3","92.6","75.02","207.01","107.16","112.19","134.43","128.57","105.56","97.08","85.65","80.98","75.15","72.24","59.4","74.1","79.26","64.33","74.17","115.38","112.67","140.82","165.83","132.03","141.4","148.46","149.25","166.11","169.56","185.12"
"Dominica","","..","..","..","..","..","..","..","..","..","..","..","..","..","0.09","3.58","7.87","4.33","4.95","7.11","9.05","17.61","14.76","16.76","9.92","16.22","16.59","11.72","15.88","17.88","23.86","19.64","17.63","12.7","8.91","19.59","25","43.13","14.56","19.35","9.93","15.28","19.69","29.6","10.97","29.4","21.11","19.66","19.45","21.38","35.95","32.45","24.44","25.68","20.08","16.29","11.71","8.5"
"Dominican Republic","","0.17","0.15","20.99","48.02","23.23","78.46","52.12","59.92","63.91","43.51","43.2","31.51","29.47","25.43","20.92","29.87","32.94","33.55","49.8","77.64","124.73","104.93","135.58","99.35","187.74","206.93","91.82","129.01","118.1","143.34","101.66","67.72","65.58","-1.26","61.87","119.96","100.11","71.61","118.31","189.83","56.19","106.98","144.96","68.79","84.56","76.06","54.41","124.22","157.07","120.15","176.58","224.74","260.12","146.91","166.21","279.96","176.71"
"East African Community","","..","..","..","..","..","..","16.4","10.77","-0.07","2.51","3.44","17.59","11.25","11.61","16.01","21.86","19.17","6.7","12.52","3.41","5.45","4.95","4.17","5.23","2.51","10.83","1.84","1.2","0.76","..","..","..","-0.26","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Ecuador","","5.87","10.39","12.58","17.56","20.61","20.76","26.94","28.13","24.57","19.95","23.27","26.65","24.24","35.78","45.52","69.17","74.76","54.15","44","68.81","45.8","58.19","52.39","62.02","134.82","134.8","145.54","227.21","171.56","161.56","159.32","237.47","239.78","234.94","210.9","224.3","251.63","153.46","176.45","148.98","147.21","176.8","223.49","181.85","159.96","232.48","190.68","213.96","229.16","202.47","150.95","164.56","148.06","150.52","165.05","318.16","243.49"
"Egypt","","178.41","117.77","188.04","207.09","235.3","122.76","97.24","33","25.7","9.9","170.94","138.71","139.94","886.92","1376.27","2513.43","2432.88","2639.18","2697.93","1572.47","1383.15","1297.71","1457.03","1456.78","1768.05","1774.18","1669.44","1723.16","1496.81","1644.2","6065.2","5408.84","3737.7","2485.23","2692.2","2028.07","2193.9","2009.46","1974.14","1620.25","1370.83","1300.39","1308.73","1017.18","1502.84","1046.31","909.03","1138.69","1688.53","982.74","599.16","423.73","1813.43","5512.51","3537.6","2499.43","2130.29"
"El Salvador","","0.72","7.38","6.19","13.22","13.23","14.46","20.85","15.22","13.61","12.7","14.85","12.74","18.15","22.8","29.4","37.33","29.72","45.09","55.13","59.38","96.36","167.2","218.56","290.23","261.06","345.03","336.13","420.93","415.15","440.35","347.3","294.92","403.72","399.46","305.12","295.96","300.77","278.71","181.38","183.5","179.94","237.4","233.4","192.22","216.27","199.17","158.7","89.21","234.49","273.47","281.57","277.85","219.91","169.14","98.07","89.7","129.2"
"Equatorial Guinea","","..","..","..","..","..","..","..","..","..","..","..","..","..","1.01","15.89","2.18","0.42","0.84","0.59","2.63","9.23","10.23","13.96","11.12","14.97","17.11","20.4","53.23","47.91","56.22","60.23","62.18","61.82","52.66","29.73","33.4","30.82","23.89","22.16","20.24","21.27","13.24","20.15","20.93","29.15","38.13","26.21","31.36","32.08","31.78","85.07","24.55","14.45","4.63","0.52","7.49","6.92"
"Eritrea","","..","..","..","..","..","..","..","..","..","..","..","0.03","..","0.62","2.15","1.62","..","2.12","4.93","4.14","4.68","5.61","4.5","4.5","4.5","..","1","2","2","..","4.5","..","1","67.71","154.15","148.29","157.49","123.51","168.81","149.87","178.02","284.7","226.67","316.96","263.52","349.74","126.19","158.53","145.42","142.62","162.31","133.41","135.97","81.31","84.19","94.12","66.74"
"Ethiopia","","15.35","20.96","26.94","24.9","15.98","20.93","25.4","27.68","42.35","38.74","39.68","46.98","47.32","66.28","116.9","131.95","139.75","115.09","139.32","190.58","211.1","244.85","199.33","338.15","359.41","718.41","631.11","623.28","965.44","727.79","1009.25","1091.87","1162.51","1081.22","1063.58","876.98","816.5","578.91","660.24","643.29","687.8","1103.6","1324.74","1621.16","1830.3","1929.12","2034.55","2606.55","3316.25","3823.76","3455.16","3495.89","3243.29","3885.54","3583.96","3233.71","4073.54"
"Fiji","","1.08","1.01","10.82","4.43","3.44","4.36","4.11","2.83","6.21","8.75","6.96","10.64","8.46","14.57","14.85","19.36","23.16","23.07","26.32","30.71","35.87","40.26","35.03","32.44","31.02","31.51","42.08","35.49","53.83","42.69","49.58","44.81","63.42","61.22","40.61","44.4","46.79","44.51","36.89","35.2","29.37","26.18","34.17","51.25","65.53","66.08","55.8","50.88","45.25","66.71","75.84","75.39","105.37","91.22","94.24","102.48","108.74"
"Former Yugoslav Republic of Macedonia","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","3.32","104.26","78.8","105.39","98.28","104.91","276.94","250.85","247.64","273.86","266.11","264","227.4","200.85","201.83","202.8","194.22","194.31","192.29","147.71","196.73","211.92","214.32","168.36"
"French Polynesia","","..","..","..","..","..","..","13.44","15.14","18.22","18.49","19.77","19.67","27.49","50.35","37.66","71.74","77.65","83.23","90.65","143.92","159.46","146.68","173.22","177.8","172.04","171.99","247.6","294.48","331.18","288.62","259.66","311.47","326.79","333.49","367.91","450.93","404.07","367.39","370.37","351.5","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Gabon","","0.02","0.56","2.64","4.06","14.86","13.02","13.48","15","13.29","18.71","23.76","23.72","26.82","39.19","24.62","60.4","33.96","27.17","43.43","36.62","55.58","43.17","61.85","63.46","75.28","60.75","78.65","82.26","105.74","132.06","131.23","142.71","68.51","100.86","181.03","143.74","126.51","38.83","44.64","47.8","11.85","8.64","71.66","-10.92","40.04","50.3","31.21","53.21","64.12","77.95","106.27","69.45","68.85","87.21","111.27","98.78","41.5"
"Gambia","","0.54","1.43","2.55","5.12","2.55","4.25","3.59","3.01","5.84","3.67","1.31","3.53","4.88","6.44","10.19","8.04","10.85","21.25","34.18","34.31","52.64","67.38","46.11","40.38","51.75","48.04","101.4","103.29","83.22","98.66","97.26","99.54","108.84","84.9","68.89","45.43","36.06","38.9","39.45","34.35","49.64","52.73","64.47","63.29","61.34","60.76","75.2","97.2","94.63","125.17","121.1","135.71","138.98","112.3","100.34","107.68","91.58"
"Georgia","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","0.21","20.35","104.78","177.32","209.06","309.37","242.03","208.67","246.84","171.95","294.13","317.21","228.67","314.21","293.34","357.19","381.93","887.98","906.16","627.14","587.42","659.19","646.31","563.76","448.93","462.74"
"Ghana","","2.94","2.97","5.61","18.01","20.22","46.22","62.19","45.28","62.2","71.27","59.1","56.84","58.56","40.9","36.32","124.21","61.54","90.17","112.18","168.22","190.81","144.12","138.73","108.39","213.12","194.33","358.88","409.02","575.59","715.53","559.72","878.63","614.22","627.26","547.72","649.87","651.27","494.17","703.88","610.09","600.65","644.85","689.37","985.04","1419.01","1152.64","1236.25","1162.92","1312.17","1584.68","1697.22","1803.87","1799.29","1328.17","1123.13","1768.69","1315.99"
"Gibraltar","","0.47","0.87","0.43","-0.01","0.51","1.06","1.79","2.72","0.9","1.38","2.65","3.82","4.19","6.25","6.62","3.03","2.95","4.45","3.53","6.53","11.15","7.42","3.12","3.39","10.96","28.92","20.82","14.56","16.19","0.45","0.56","2.57","3.14","-0.01","0.57","0.21","-0.24","0.37","0.22","0.03","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Grenada","","..","..","..","..","..","..","..","..","..","..","..","..","..","0.05","1.85","2.75","2.72","3.34","2.59","2.84","3.85","6.06","6.15","7.42","27.47","34.41","23.94","19.13","20.03","14.65","13.8","16.45","12.93","7.87","23.61","10.82","11.85","8.88","6.26","10.4","16.87","11.29","10.22","10.78","15.6","52.6","26.81","26.09","31.8","45.83","33.85","12.03","7.66","12.53","39.71","24.1","8.65"
"Guatemala","","15.81","14.17","9.35","11.91","12.16","14.18","10.57","17.47","16.62","17.36","21.97","19.57","27.11","26.56","26.15","39.54","65.08","61.53","71.28","66.52","72.6","75.29","63.58","75.64","65.32","82.73","134.73","240.49","235.13","262.31","201.37","196.43","195.73","212.43","218.2","208.41","193.14","265.39","234.38","294.12","264.35","226.32","248.94","246.97","216.77","254.22","485.31","450.74","535.19","376.91","389.23","378.41","304.89","496.6","279.84","411.29","265.57"
"Guinea","","0.16","2.53","10.19","23.3","14.14","24.02","14.39","8","6.1","13.43","10.25","9.55","4.79","11.22","19.81","24.37","10.41","22.6","59.3","55.56","88.67","106.51","115.49","66.48","120.22","112.92","168.27","220.81","254.96","363.16","291.58","377.52","447.28","410.28","358.23","415.92","298.06","381.39","359.57","237.83","153.41","289.25","254.19","250.63","274.81","192.91","173.12","257.61","351.22","217.66","220.97","202.12","633.36","467.54","563.12","538.04","561.42"
"Guinea-Bissau","","..","0.81","..","..","..","..","2.81","0.51","..","0.07","..","0.11","..","0.01","10.06","20.76","24.85","39.05","49.61","52.53","58.1","64.12","63.23","63.03","54.39","56.47","69.25","111.07","100.82","114.9","126.35","112.82","107.3","94.53","174.36","117.6","180.77","124.53","96.01","52.6","81.07","60.69","59.88","145.37","77.85","66.76","88.2","125.57","135.69","149.4","129","120.64","80.32","105.63","110.25","95.04","199.07"
"Guyana","","7.57","9.38","8.32","6.15","5.07","6.99","8.67","11.35","15.16","18.1","16.98","16.43","12.46","8.09","12.14","10.1","22.03","11.61","27.71","34.2","41.73","65.7","38.97","30.63","23.04","26.87","29.86","27.62","26.95","43.96","168.31","129.38","90.44","106.93","81.91","86.29","142.4","264.63","92.98","87.26","115.93","112.14","71.83","96.06","145.14","149.8","174.39","124.12","163.06","174.2","167.44","158.54","114.92","101.24","160.61","32.14","69.83"
"Haiti","","9.74","13.17","4.92","3.31","3.91","6.29","4.17","3.54","5.81","5.04","7.72","6.1","6.73","7.79","13.66","56.16","70.31","86.09","91.08","90.79","103.92","106.13","126.09","131.89","131.97","148.82","180.63","212.91","141.73","195.97","167.39","177.29","100.98","120.65","599.84","722.22","367.31","324.97","407.17","263","208.01","170.33","155.77","212.52","298.8","425.81","581.48","716.92","927.31","1129.7","3073.47","1691.76","1273.35","1152.13","1082.36","1045.86","1074.27"
"Honduras","","4.77","6.37","6","9.55","11.95","12.87","10.96","11.41","19.02","18.87","20.35","15.34","16.65","14.88","26.37","50.54","39.02","56.08","91.86","96.5","102.48","108.88","157.65","189.89","285.48","269.66","279.44","253.53","321.26","253.38","448.49","301.7","373.39","336.17","292.45","402.38","356.03","296.48","318.27","817.18","449.77","658.4","422.55","389.28","655.73","691.86","594.29","465.32","566.34","452.63","634.25","618.03","566.19","625.87","606.28","540.52","411.72"
"Hong Kong, China","","5.83","5.12","1.91","5.45","0.28","4.25","2.47","2.65","1.32","1.29","1.41","3.63","2.89","0.91","1.03","-1.14","2.68","2.07","2.35","11.91","10.89","9.52","7.93","8.78","13.75","20.48","18.47","19.39","22.1","40.62","38.16","36.07","-39","30.27","26.87","17.73","13.2","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"India","","729.63","616.59","677.27","977.44","1216.01","1284.2","1240.4","1372.82","924.41","905.26","824.66","1002.4","613.9","778.71","1230.4","1605.19","1744.61","988.81","1131.15","1363.19","2185.96","1972.47","1635.75","1830.51","1665.94","1587.01","1989.94","1695.48","1948.29","1769.42","1398.93","2736.23","2429.55","1470.46","2325.68","1737.71","1904.52","1646.37","1610.32","1490.76","1383.42","1729.61","1763.71","720.9","778.31","1875.96","1383.58","1329.21","2016.53","2481.02","2831.34","3270.22","1681.85","2456.34","2991.82","3174.35","2678.68"
"Indonesia","","83.08","113.8","157.73","108.15","66.9","42.87","82.93","229.44","326.03","328.68","465.08","585.24","498.92","612.83","660.54","686.67","666.63","512.92","631.06","718.91","941.31","967.27","897.17","737.62","666.08","596.87","704.51","1239.56","1625.66","1830.86","1715.86","1824.48","1969.23","1934.72","1549.86","1302.63","1080.52","814.52","1264.38","2132.62","1663.37","1468.96","1303.89","1775.36","135.25","2536.76","1318.46","854.33","1174.95","1046.12","1389.89","402.04","69.01","69.47","-381.94","-33.4","-112.06"
"Iran","","27.13","129.8","56.41","27.35","4.27","21.42","11.34","32.13","8.38","17.04","20.95","7.55","8.88","-3.74","9.08","1.52","-5.46","38.69","243.05","5.84","28.16","4.84","-0.63","42.72","7.8","11.43","26.31","70.88","81.33","91.29","106.45","193.4","105.7","140.48","130.04","186.94","164.5","200.76","164.56","161.49","129.87","114.56","114.54","131.05","188.65","100.67","117.24","103.77","100.47","92.57","112.44","105.79","151.79","131.61","81.17","110.9","116.19"
"Iraq","","1.45","0.68","2.18","5.16","12.88","10.72","4.09","4.08","2.29","4.29","8.06","16.36","22.71","13.3","4.23","110.33","20.3","81.72","73.92","28.9","12.43","262.77","3.62","6.87","-1.98","19.9","28.28","86.36","6.5","10.87","63.09","552.48","138.1","168.7","253.5","332.77","349.74","221.93","117.76","76.79","101.83","122.7","113.38","2287.65","4650.65","22057.09","8889.32","9204.34","9884.53","2791.23","2178.33","1914.69","1300.88","1541.54","1369.27","1482.94","2284.81"
"Israel","","105.26","107.35","106.4","113.64","95.96","122.83","111.1","70.67","61.99","55.15","63.16","72.22","85.37","186.04","117.59","467.48","643.34","797.4","899.67","1184.68","892.16","772.41","857.44","1344.98","1255.91","1978.4","1937.11","1250.8","1241.06","1191.76","1371.89","1749.46","2065.77","1266.17","1237.18","335.59","2216.76","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Jamaica","","..","10.09","12.6","3.45","4","9.87","10.22","9.76","16.06","13.27","10.5","22.17","16.95","18.92","25.86","24.11","25.84","33.01","121.86","122.27","125.25","153.96","179.5","180.29","170.06","168.57","177.17","167.01","192.1","261.53","270.62","159.42","118.27","99.73","115.46","108.5","58.51","71.98","19.47","-22.35","8.7","54","24.02","6.16","82.81","39.77","37.19","28.08","85.88","149.97","139.38","39.39","28.06","71.59","95.99","59.07","26.84"
"Jordan","","88.29","91.79","81.73","82.65","75.55","68.95","76.92","53.5","45.73","48.53","80.08","64.31","109.29","205.38","311.42","491.68","573.2","441","472.14","1461.29","1576.13","1248.99","904","854.17","701.36","607.42","632.92","646.49","475.68","338.47","951.66","939.31","425.27","310.84","373.81","540.49","509.08","475.57","413.91","435.2","554.18","450.31","562.72","1321.22","604.63","709.85","573.57","631.51","734.09","740.42","954.75","974.1","1157.49","1400.33","2697.16","2151.85","2738.67"
"Kazakhstan","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","111.5","12.07","15.35","53.27","64.83","124.49","141.19","223.3","174.98","189.19","152.15","190.3","290.26","273.2","225.29","177.78","212.12","338.1","295.29","211.8","200.82","131.86","90.76","92.8","82.5","60.98"
"Kenya","","21.11","63.23","49.12","55.59","56.71","72.13","55.41","36.71","60.71","55.81","57.35","66.85","71.86","94.97","116.58","124.82","154.6","160.76","245.61","348.34","394.79","448.15","484.6","396.1","408.43","426.66","442.96","557.22","832.03","1059.7","1181.29","916.46","884.92","915.63","677.87","733.09","596.26","448.65","415.26","311.25","513.92","472.41","388.22","522.9","655.93","756.57","941.65","1329.36","1363.4","1782.48","1631.26","2478.82","2653.66","3306.84","2661.03","2464.18","2188.91"
"Kiribati","","0.02","0.26","0.32","0.41","0.28","0.43","0.62","1.43","1.28","1.38","2.18","2.54","4.21","5.97","5.61","5.66","4.03","6.17","10.71","9.06","19.16","15.33","15.1","16.8","11.94","12.03","13.38","18.36","16.16","17.45","20.22","19.8","26.54","15.73","15.28","15.34","12.8","15.68","17.38","20.93","17.94","12.43","20.88","18.57","16.98","28.12","25.55","27.39","27.46","25.29","23.41","64.9","65.67","64.99","80.66","64.95","63.26"
"Korea","","250.71","229.15","236.21","262.2","171.69","220.49","227.63","256.09","246.43","338.3","274.67","324.51","365.43","282","252.1","248.14","217.92","238.51","164.02","133.66","138.62","330.37","33.88","7.71","-36.83","-8.92","-17.59","10.75","9.36","51.39","52","54.13","-3.1","-35.11","-114.23","57","-148.9","-159.65","-50.37","-55.1","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Kosovo","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","782.13","527.52","583.18","566.74","568.55","579.39","437.81","370"
"Kuwait","","..","-0.16","-2.48","-1.01","-0.88","-1.28","-1.44","-1.44","0.01","0.33","0.35","0.51","0.59","0.39","0.38","0.33","0.19","0.51","0.94","1.17","10.25","9.4","5.86","5.16","4.47","4.21","4.96","3.39","5.94","4.72","12.86","11.76","6.53","2.03","4.47","4.23","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",".."
"Kyrgyzstan","","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","21.08","95.01","173.5","284.67","230.45","239.59","239.49","283.17","214.71","187.72","185.72","200.02","261.13","267.48","311.05","281","357.28","312.91","383.92","523.33","470.49","539.45","626.57","769.99","515.25"
"Lao People's Democratic Republic","","33.37","51.68","31.24","36.5","45.79","68.2","69.19","74.02","60","66.8","69.24","72.32","66.74","75.56","59.87","38.34","28.62","31.63","71.09","54.05","45.85","42.9","45.25","35.66","35.98","39.66","46.69","57.29","75.82","142.99","149.07","139.75","163.64","201.03","215.2","307.91","332.11","328.78","275.78","294.61","280.89","244.84","278.08","301.26","270.03","297.42","365.17","401.15","496.59","417.29","413.42","399.79","410.7","423.33","474.42","471.09","398.28"
